Date;AAPL;MSFT;GOOG
2025-04-01;222.6450348;380.8635254;158.5475464
2025-04-02;223.3433228;380.8137207;158.5275879
2025-04-03;202.6938477;371.815033;152.3106232
2025-04-04;187.9200287;358.591095;147.4308624
2025-04-07;181.016922;356.617981;148.9277191
2025-04-08;171.9989777;353.3294373;146.2732849
2025-04-09;198.3644562;389.1347351;160.7229919
2025-04-10;189.9550323;380.0264587;155.0448914
2025-04-11;197.666153;387.1018066;159.066452
2025-04-14;202.0254974;386.4640198;161.1321411
2025-04-15;201.6464081;384.3912659;158.3479614
2025-04-16;193.795639;370.3202515;155.1746216
2025-04-17;196.4990234;366.50354;153.0391083
2025-04-21;192.6883545;357.8735962;149.5464172
2025-04-22;199.2522888;365.5469055;153.5779572
2025-04-23;204.1004181;373.0906372;157.3899841
2025-04-24;207.8612061;385.95578;161.1321411
2025-04-25;208.7689819;390.4900208;163.5071411
2025-04-28;209.6268921;389.8024292;162.0801392
2025-04-29;210.6942902;392.6724243;161.7208862
2025-04-30;211.9811249;393.8881836;160.5533295
2025-05-01;212.7991333;423.9235535;162.4493561
2025-05-02;204.848587;433.7692871;165.4630432
2025-05-05;198.4043579;434.656189;165.7025452
2025-05-06;198.0252838;431.8061218;164.8543243
2025-05-07;195.7707977;431.8459778;152.4802704
2025-05-08;197.007782;436.6492615;155.4241028
2025-05-09;198.0452423;437.2073059;154.0569611
2025-05-12;210.5510406;447.7007751;159.2460785
2025-05-13;212.6886139;447.5812073;160.5533295
2025-05-14;212.0892944;451.367981;166.4609375
2025-05-15;211.2102966;452.386322;165.053894
2025-05-16;211.0205078;453.5244446;167.0796509
2025-05-19;208.5433197;458.1168823;167.5187225
2025-05-20;206.6255035;457.4180603;164.9740906
2025-05-21;201.8609009;451.82724;169.7041473
2025-05-22;201.1317291;454.1134644;171.6201324
2025-05-23;195.048645;449.4411621;169.2351379
2025-05-27;199.9830475;459.9338989;173.6159363
2025-05-28;200.1927948;456.609375;173.0172119
2025-05-29;199.7233276;457.9272156;172.5980988
2025-05-30;200.6223145;459.6044312;172.4883118
2025-06-02;201.471344;461.2118225;170.0134888
2025-06-03;203.039566;462.2101746;167.3590851
2025-06-04;202.5900879;463.1086731;169.035553
2025-06-05;200.4025726;466.9124146;169.4546661
2025-06-06;203.6888275;469.6080017;174.5539703
2025-06-09;201.2216339;471.9741211;177.4713745
2025-06-10;202.4402466;470.1471252;179.8492432
2025-06-11;198.554657;471.8443298;178.6303406
2025-06-12;198.9741821;478.0840759;176.8119659
2025-06-13;196.2272949;474.180481;175.7229462
2025-06-16;198.1950684;478.3536377;177.7810974
2025-06-17;195.4182129;477.2554321;177.0717316
2025-06-18;196.3571472;479.4518127;173.8246307
2025-06-20;200.7721405;476.6164856;167.5802155
2025-06-23;201.2715759;485.2023621;165.8617554
2025-06-24;200.072937;489.305603;167.59021
2025-06-25;201.3315125;491.4620667;171.3368683
2025-06-26;200.7721405;496.6335754;174.274231
2025-06-27;200.8520508;495.1260681;178.1108093
2025-06-30;204.9374084;496.5936584;177.2315979
2025-07-01;207.5844116;491.2424316;176.7520294
2025-07-02;212.199173;490.2840271;179.599472
2025-07-03;213.3079224;498.0213013;180.3887787
2025-07-07;209.7119904;496.9031372;177.4014435
2025-07-08;209.7719269;495.8049316;175.0035858
2025-07-09;210.90065;502.6836548;177.501358
2025-07-10;212.1692047;500.6569824;178.5404205
2025-07-11;210.9206238;502.4939575;181.1480865
2025-07-14;208.3834991;502.1944275;182.6467438
2025-07-15;208.8729553;504.9898376;182.9364929
2025-07-16;209.9217682;504.7901611;183.605896
2025-07-17;209.7819214;510.860199;184.5350647
2025-07-18;210.9405975;509.2128906;185.7739563
2025-07-21;212.2391205;509.2228699;190.9792938
2025-07-22;214.1569519;504.4407349;191.938446
2025-07-23;213.9072266;505.0397644;191.338974
2025-07-24;213.5176697;510.0415344;193.0274658
2025-07-25;213.6375427;512.8669434;193.9066925
2025-07-28;213.8073578;511.6588745;193.2472687
2025-07-29;211.0305023;511.7287598;196.2545776
2025-07-30;208.8130188;512.397644;197.2636871
2025-07-31;207.3347015;532.6243896;192.6877747
2025-08-01;202.150589;523.2498169;189.780365
2025-08-04;203.1194916;534.7609253;195.5751953
2025-08-05;202.6899567;526.8838501;195.1455841
2025-08-06;213.008255;524.0784912;196.7441559
2025-08-07;219.7805634;519.9852295;197.1038208
2025-08-08;229.0900116;521.1832275;201.9095306
2025-08-11;227.1799927;520.9136963;201.4499512
2025-08-12;229.6499939;528.3713989;203.9776917
2025-08-13;233.3300018;519.725647;202.8486938
2025-08-14;232.7799988;521.6224976;203.6380005
2025-08-15;231.5899963;519.3162842;204.7270203
2025-08-18;230.8899994;516.2512817;204.1075592
2025-08-19;230.5599976;508.9333496;202.3091888
2025-08-20;226.0099945;504.8900146;200.0112305
2025-08-21;224.8999939;504.2399902;200.4408417
2025-08-22;227.7599945;507.230011;206.5354004
2025-08-25;227.1600037;504.2600098;208.9732208
2025-08-26;229.3099976;502.0400085;207.7642975
2025-08-27;230.4900055;506.7399902;208.0240784
2025-08-28;232.5599976;509.6400146;212.1803436
2025-08-29;232.1399994;506.6900024;213.3393097
2025-09-02;229.7200012;505.1199951;211.800705
2025-09-03;238.4700012;505.3500061;230.893631
2025-09-04;239.7799988;507.9700012;232.45224
2025-09-05;239.6900024;495;234.9599915
2025-09-08;237.8800049;498.2000122;234.1600037
2025-09-09;234.3500061;498.4100037;239.9400024
2025-09-10;226.7899933;500.3699951;239.5599976
2025-09-11;230.0299988;501.0100098;240.7799988
2025-09-12;234.0700073;509.8999939;241.3800049
2025-09-15;236.6999969;515.3599854;251.7599945
2025-09-16;238.1499939;509.0400085;251.4199982
2025-09-17;238.9900055;510.019989;249.8500061
2025-09-18;237.8800049;508.4500122;252.3300018
2025-09-19;245.5;517.9299927;255.2400055
2025-09-22;256.0799866;514.4500122;252.8800049
2025-09-23;254.4299927;509.230011;252.3399963
2025-09-24;252.3099976;510.1499939;247.8300018
2025-09-25;256.8699951;507.0299988;246.5700073
2025-09-26;255.4600067;511.4599915;247.1799927
2025-09-29;254.4299927;514.5999756;244.3600006
2025-09-30;254.6300049;517.9500122;243.5500031
2025-10-01;255.4499969;519.710022;245.5399933
2025-10-02;257.1300049;515.7399902;246.4299927
2025-10-03;258.019989;517.3499756;246.4499969
2025-10-06;256.6900024;528.5700073;251.5099945
2025-10-07;256.480011;523.9799805;247.1300049
2025-10-08;258.0599976;524.8499756;245.4600067
2025-10-09;254.0399933;522.4000244;242.2100067
2025-10-10;245.2700043;510.9599915;237.4900055
2025-10-13;247.6600037;514.0499878;244.6399994
2025-10-14;247.7700043;513.5700073;246.1900024
2025-10-15;249.3399963;513.4299927;251.7100067
2025-10-16;247.4499969;511.6099854;251.8800049
2025-10-17;252.2899933;513.5800171;253.7899933
2025-10-20;262.2399902;516.789978;257.019989
2025-10-21;262.769989;517.6599731;251.3399963
2025-10-22;258.4500122;520.539978;252.5299988
2025-10-23;259.5799866;520.5599976;253.7299957
2025-10-24;262.8200073;523.6099854;260.5100098
2025-10-27;268.8099976;531.5200195;269.9299927
2025-10-28;269;542.0700073;268.4299927
2025-10-29;269.7000122;541.5499878;275.1700134
2025-10-30;271.3999939;525.7600098;281.8999939
2025-10-31;270.3699951;517.8099976;281.8200073
2025-11-03;269.0499878;517.0300293;284.1199951
2025-11-04;270.0400085;514.3300171;278.0599976
2025-11-05;270.1400146;507.1600037;284.75
2025-11-06;269.769989;497.1000061;285.3399963
2025-11-07;268.4700012;496.8200073;279.7000122
